concept,category,domain,hit_visual,hit_lexical,far_lexical,far_visual,Energy,JPEG_size,PNWS,H,S,V,layer3,layer6,layer8,coca_frequency,name_agreement,NoF_noTax,CS,MD,CSxD
accent lamp,furniture,nonliving,0.222222,0.522727,0.48,0.055555556,15,9365,0.43457,0.18187,0.2066,87.5272,0.86319,1.4778,1.6643,1,0.958333333,50,0.12643,0.066518458,1.219766043
accordion,musical instruments,nonliving,0.535714,0.592593,0.444444444,0.418604651,16,20608,0.77148,0.17937,0.21896,92.3972,0.79587,1.3854,1.8133,735,0.619047619,40,0.12435,0.069988786,1.616130117
acoustic guitar,musical instruments,nonliving,0.571429,0.555556,0.714285714,0.37037037,5,9320,0.43593,0.17334,0.22532,92.0895,0.89225,1.4312,1.5201,211,0.333333333,31,0.15307,0.063369197,1.250463588
agave plant,plant,living,0.74,0.571429,0.321428571,0.344827586,5,11319,0.48898,0.17223,0.21915,90.8883,0.82714,1.645,1.8267,1746,0.958333333,37,0.17809,0.099671822,2.157341392
air conditioner,street items,nonliving,0.491228,0.32,0.380952381,0.222222222,47,16927,0.98726,0.17138,0.21236,94.7455,0.84007,1.381,2.0164,820,0.708333333,44,0.12645,0.075385636,1.620082036
alarm clock,household items,nonliving,0.408163,NA,NA,0.142857143,39,14457,0.64871,0.1682,0.20851,97.5263,0.66785,1.3305,1.602,1,0.791666667,34,0.17761,0.090529908,1.412134293
almond,food,nonliving,0.732143,0.6,0.404761905,0.386363636,2,11618,0.61708,0.16209,0.22381,97.7677,1.2735,1.5686,2.1335,2596,0.541666667,41,0.17017,0.114331197,2.502206778
ambulance,vehicle,nonliving,0.655172,0.571429,0.25,0.22,15,11413,0.57929,0.16402,0.21673,98.2854,0.78315,1.3097,1.9678,4194,0.791666667,34,0.18072,0.076055784,1.450314934
amplifier,electronics,nonliving,0.166667,0.314285714,0.466666667,0.26,2,22239,0.84209,0.1629,0.23379,99.7918,0.93474,1.4087,1.8261,12889,0.25,37,0.14506,0.068306143,1.353142521
anchor,tool,nonliving,0.607143,0.407407,0.444444444,0.222222222,9,8019,0.23447,0.16087,0.22954,96.9551,1.1583,1.7609,1.898,4942,0.791666667,27,0.13506,0.063689098,1.082871528
ankle,body parts,living,0.888889,0.586207,0.303030303,0.12244898,11,8315,0.50836,0.15984,0.22754,96.7461,0.93169,1.8054,1.827,7397,0.875,50,0.17619,0.13754158,2.042467121
ant,insect,living,0.772727,0.674419,0.307692308,0.20754717,10,8020,0.68593,0.15753,0.24041,99.2845,0.89743,1.6436,1.9073,3981,1,37,0.1631,0.077622465,1.809377862
antelope,mammal,living,0.714286,0.678571,0.407407407,0.413793103,9,11327,0.4707,0.15451,0.24005,98.9883,0.8857,1.4903,2.1162,1175,0.291666667,40,0.16769,0.079892631,2.279999946
apple,fruit,living,0.767442,0.697674,0.444444444,0.428571429,2,11156,0.82018,0.15314,0.25496,102.7626,1.4503,1.5004,1.8753,12172,1,48,0.17811,0.073784017,1.963966343
aqueduct,building,nonliving,0.54,0.269231,0.25,0.185185185,13,14019,0.47424,0.15032,0.25064,101.6233,1.0263,1.4854,2.0893,351,0.208333333,29,0.15342,0.04445989,0.938931835
arch,building,nonliving,0.6,0.355556,0.423076923,0.392857143,11,18713,0.75907,0.14824,0.25209,102.8012,0.89014,1.4511,1.896,3454,0.75,40,0.15824,0.091131475,2.122646174
armchair,furniture,nonliving,0.285714,0.37037,0.538461538,0.224489796,5,15229,0.71931,0.14691,0.26245,102.1447,1.0868,1.5632,2.0303,1607,0.375,37,0.16971,0.112975827,1.698184749
armoire,furniture,nonliving,0.517241,0.518519,0.321428571,0.541666667,2,14175,0.59423,0.14397,0.26328,101.2045,0.90293,1.4725,1.6562,350,0.25,30,0.12952,0.052822177,0.995834584
armor,clothing,nonliving,0.696429,0.592593,0.348837209,0.133333333,14,8161,0.2516,0.14179,0.25592,99.2448,1.1542,1.4429,2.1891,3867,0.75,37,0.14007,0.071813859,1.69212646
armored personnel vehicle,vehicle,nonliving,0.473684,0.296296,0.279069767,0.155555556,10,14416,0.69963,0.14081,0.25634,98.9849,0.90382,1.4237,2.027,19158,0,35,0.15224,0.036674377,0.729927324
arrow,military,nonliving,0.571429,0.481481,0.422222222,0.333333333,20,4303,0.11068,0.13732,0.25052,96.6051,1.3454,2.0916,2.2249,5208,0.92,29,0.14404,0.077672924,1.57438663
artichoke,vegetable,living,0.955556,0.545455,0.518518519,0.454545455,2,9952,0.50946,0.13651,0.25495,96.0111,0.84875,1.6373,2.0421,1147,0.652173913,46,0.16881,0.096966583,2.329175233
ashtray,furniture,nonliving,0.76,0.366667,NA,0.138888889,2,9787,0.70762,0.14405,0.26562,96.9014,0.94273,1.4488,1.7945,1149,0.041666667,37,0.11701,0.050831373,1.02153123
asparagus,vegetable,living,0.694444,NA,0.724137931,0.183673469,3,9098,0.37232,0.1419,0.26516,95.7905,1.1102,1.7842,2.196,1800,1,38,0.18525,0.088854421,2.327688923
ATM,street items,nonliving,0.577778,0.511111,0.518518519,0.196428571,5,6466,0.52599,0.19457,0.03245,87.2845,1.0696,1.6661,1.6247,1348,1,34,0.15737,0.094465153,1.832399078
ATV,vehicle,nonliving,0.574074,0.384615,0.409090909,0.355555556,13,16997,0.68966,0.23296,0.15427,95.9324,0.7637,1.2962,2.0266,279,0.5,38,0.16989,0.065815992,1.298027048
avocado,vegetable,living,0.844444,0.75,0.692307692,0.418181818,2,10451,0.65326,0.14117,0.26796,95.5503,1.2002,1.5214,1.9484,1500,0.916666667,44,0.17676,0.109340093,2.144403802
axe,tool,nonliving,0.52,0.535714,0.423076923,0.321428571,6,5602,0.30364,0.14209,0.26698,94.6435,1.0915,1.8174,1.7076,1260,0.666666667,25,0.21018,0.078975045,1.346053762
baboon,mammal,living,0.714286,0.62963,0.285714286,0.448275862,5,12733,0.61772,0.14117,0.26688,94.5809,1.0342,1.2484,1.4831,654,0.375,55,0.15855,0.085752657,2.470637947
baby bottle,baby,nonliving,0.489796,0.571429,0.464285714,0.206896552,38,5036,0.26078,0.14152,0.26083,93.7104,1.3714,1.907,1.9659,40,0.64,35,0.14768,0.110883215,2.027862785
baby carriage,baby,nonliving,0.466667,0.622222,0.461538462,0.214285714,16,14550,0.58376,0.14091,0.26072,94.4751,0.9193,1.3157,1.948,154,0.916666667,43,0.1322,0.080609428,1.656250781
baby monitor,electronics,nonliving,0.545455,0.568182,0.37037037,0.232142857,17,6398,0.29364,0.13881,0.25546,93.7617,1.2316,1.7949,1.8171,71,0.391304348,39,0.14432,0.081715006,1.797577559
baby shoes,baby,nonliving,0.522727,0.395349,0.269230769,0.090909091,14,9627,0.49179,0.14078,0.25104,94.1699,1.1627,1.4783,1.8457,36,0.708333333,47,0.15151,0.087932349,1.583951265
backpack,clothing,nonliving,0.408163,0.586207,NA,0.285714286,3,12759,0.51421,0.13976,0.25402,93.709,0.72952,1.4235,1.9398,3296,0.958333333,36,0.15046,0.0669839,1.653016143
badminton racquet,sports,nonliving,0.530612,NA,NA,0.363636364,34,4184,0.4859,0.13806,0.25798,94.3197,1.2371,1.9765,2.0337,4,1,44,0.15101,0.087010083,1.616568331
baking pan,kitchen items,nonliving,0.4,0.533333,0.457142857,0.3,4,7497,0.49579,0.13927,0.25371,93.8699,1.1733,1.7134,1.8673,624,0.166666667,45,0.14641,0.078713333,1.25686162
ballet slipper,clothing,nonliving,0.38,0.678571,0.428571429,0.137931034,9,8321,0.41996,0.1381,0.25089,93.6485,1.065,1.6613,2.1176,63,0.5,48,0.15011,0.092904109,1.782244066
balloon,toys,nonliving,0.446429,0.518519,0.431818182,0.133333333,5,4109,0.21293,0.13617,0.24845,92.6942,1.3086,1.7963,1.8317,5187,0.708333333,37,0.14696,0.090802008,1.53546601
banana,fruit,living,0.62069,0.730769,0.555555556,0.551020408,4,5035,0.26254,0.13446,0.24799,91.9059,1.1706,1.759,2.0192,5458,1,39,0.18343,0.0632068,1.830924407
banjo,musical instruments,nonliving,0.241379,0.37037,0.333333333,0.22,13,7597,0.36849,0.1338,0.24739,91.7164,1.1193,1.45,1.8756,600,0.875,35,0.15445,0.092558235,1.485240564
bar,furniture,nonliving,0.277778,0.535714,0.428571429,0.18,15,9994,0.45929,0.13337,0.24615,91.6495,1.0091,1.6849,2.0309,39853,0.541666667,44,0.1479,0.125517012,1.939130395
bar of soap,household items,nonliving,0.55102,0.642857,0.428571429,0.103448276,4,8813,0.66094,0.13564,0.2497,91.6517,0.95653,1.7319,1.8071,162,0.166666667,54,0.16218,0.109367823,1.973750064
barn,building,nonliving,0.5,0.586207,0.514285714,0.38,4,11411,0.79722,0.1376,0.25083,92.5779,0.85896,1.4048,1.9192,6785,0.791666667,34,0.1515,0.087342662,1.327008732
barnacles,sea,living,0.840909,0.44186,0.407407407,0.218181818,12,13892,0.49658,0.13831,0.24981,92.5993,0.94329,1.419,1.7299,3687,0.92,36,0.14653,0.116733094,2.209580152
barometer,tool,nonliving,0.589286,0.37037,0.409090909,0.133333333,28,23145,0.87583,0.13938,0.25239,94.3827,0.81325,1.2363,1.6607,559,0.181818182,40,0.13656,0.081205858,1.446413716
barrel,furniture,nonliving,0.688889,0.581395,0.481481481,0.263157895,9,16196,0.71302,0.13838,0.25165,94.8121,1.1675,1.4788,1.7483,9951,0.956521739,48,0.13587,0.075474251,1.422188151
baseball,sports,nonliving,0.6,0.62963,0.333333333,0.321428571,22,16720,0.8735,0.13576,0.25163,95.6082,1.1378,1.3553,1.6894,28551,0.875,45,0.12664,0.078105145,1.843042048
baseball bat,sports,nonliving,0.607143,0.538462,0.595238095,0.355555556,13,4279,0.21244,0.13635,0.25012,93.9581,1.3415,2.0358,2.1015,628,1,42,0.14268,0.071953971,1.120935712
basketball,sports,nonliving,0.527273,0.384615,0.318181818,0.511111111,12,15725,0.85607,0.13484,0.25854,96.9625,0.92859,1.4318,1.7111,20955,1,37,0.16194,0.116603567,1.467215316
bass,sea,living,0.75,0.52,0.454545455,0.139534884,5,8836,0.29768,0.1336,0.2566,96.1629,1.0695,1.5373,1.9255,41488,0.208333333,38,0.18086,0.06603274,1.507070516
basset hound,mammal,living,0.833333,NA,0.709677419,0.24,5,14976,0.554,0.13432,0.25579,95.9858,0.92183,1.1331,2.0735,68,0.333333333,42,0.20196,0.072900464,1.624416191
bassoon,musical instruments,nonliving,0.642857,0.357143,0.461538462,0.4,13,4793,0.12969,0.13265,0.25292,94.8186,1.2547,1.8386,2.3413,94,0.208333333,34,0.15554,0.089355182,1.581677843
bathtub,furniture,nonliving,0.527778,NA,0.620689655,0.38,12,6826,0.34131,0.13296,0.25041,94.4213,1.1348,1.774,2.1016,1553,0.916666667,46,0.14589,0.101522509,1.65299815
battery,electronics,nonliving,0.38,0.5,0.555555556,0.115384615,4,4151,0.35212,0.13266,0.24667,93.6918,1.1766,1.9366,1.5388,9793,0.833333333,43,0.1441,0.097428869,1.956065546
beach chair,furniture,nonliving,0.4,0.448276,NA,0.055555556,15,8768,0.35024,0.13218,0.24618,93.4973,0.89163,1.5694,2.047,79,0.333333333,46,0.14303,0.083071826,1.952851824
beagle,mammal,living,0.888889,0.8,0.457142857,0.62,4,8063,0.4779,0.13128,0.24462,93.5016,0.94533,1.2344,1.6873,364,0.75,45,0.18818,0.086651822,1.767915036
beanbag,furniture,nonliving,0.638889,NA,0.3,0.224489796,3,10354,0.9476,0.13717,0.24883,95.2638,0.98914,1.4863,1.7838,136,0.916666667,38,0.14509,0.093289557,1.991980684
beanie,clothing,nonliving,0.407407,0.269231,0.311111111,0.204545455,5,19799,0.59082,0.13872,0.24671,94.8313,1.1624,1.4694,1.9313,153,0.5,45,0.15638,0.097845131,2.012253612
bear,mammal,living,0.8,0.755556,0.576923077,0.527272727,5,8348,0.47387,0.13869,0.24552,94.1638,0.92418,1.4986,1.7601,12194,1,53,0.17053,0.094566988,2.552510675
bed,furniture,nonliving,0.138889,NA,0.387096774,0.14,4,11708,0.59909,0.14298,0.24793,94.5103,0.81483,1.4999,1.9301,60304,1,45,0.18418,0.122436692,1.819144644
bee,insect,living,0.586207,0.714286,0.851851852,0.36,5,12042,0.46649,0.14289,0.24831,94.3256,0.77649,1.1967,1.5949,6342,0.75,28,0.157,0.094671674,2.277628209
beer bottle,kitchen items,nonliving,0.342857,0.566667,0.411764706,0.18,4,7597,0.28647,0.1425,0.24634,93.5335,1.2301,1.719,2.0118,275,0.416666667,53,0.14234,0.102655458,1.996319255
beetle,insect,living,0.745455,0.692308,0.837209302,0.355555556,12,10608,0.26491,0.14188,0.24428,92.8184,0.81863,1.3943,1.9215,2684,0.916666667,39,0.16783,0.075330441,1.978141092
bell,musical instruments,nonliving,0.644444,0.6,0.555555556,0.614035088,7,6320,0.2524,0.14084,0.24212,92.1205,1.2165,1.6522,2.0051,12421,1,41,0.15457,0.096779668,1.891814666
bell pepper,vegetable,living,0.827586,0.714286,0.423076923,0.44,2,8545,0.83842,0.14026,0.24912,93.3587,1.3852,1.4802,1.8093,1,0.458333333,46,0.1757,0.085262701,2.574396166
belt,clothing,nonliving,0.653061,0.413793,NA,0.222222222,5,9994,0.36962,0.13998,0.24804,92.8139,0.84134,1.5003,1.6725,13826,1,30,0.13866,0.108469661,1.863394274
bench,street items,nonliving,0.714286,0.75,0.428571429,0.482758621,7,11558,0.43736,0.13945,0.24777,92.6212,0.96503,1.4447,1.9492,11666,0.958333333,40,0.16234,0.101697427,1.602229449
beret,clothing,nonliving,0.592593,0.48,0.395348837,0.11627907,4,9618,0.44433,0.14048,0.24774,92.2105,1.1522,1.7551,2.0444,565,0.458333333,38,0.18195,0.090299143,1.696526943
bib,baby,nonliving,0.446429,0.481481,0.255813953,0.133333333,18,10377,0.54313,0.14327,0.24611,92.6119,1.0502,1.5225,1.6711,336,0.416666667,42,0.13858,0.089047484,1.622429023
bicycle,vehicle,nonliving,0.444444,NA,0.633333333,0.458333333,19,15425,0.45613,0.14396,0.24479,92.4831,0.73569,1.4241,1.7914,5960,1,42,0.15919,0.095011579,1.745263843
bike helmet,clothing,nonliving,0.46,0.5,0.4,0.206896552,2,10622,0.50872,0.14472,0.24405,92.1134,0.82311,1.5847,2.0454,39,1,39,0.14709,0.080866375,1.683960207
bike rack,street items,nonliving,0.413793,0.285714,0.269230769,0.2,21,7921,0.31228,0.14401,0.24179,91.779,0.92409,1.6311,2.2341,37,0.739130435,34,0.10981,0.072009816,1.302221581
binder,office tool,nonliving,0.321429,0.153846,0.295454545,0.177777778,3,7574,0.31028,0.14301,0.24056,91.22,1.0763,1.8902,2.0178,973,0.875,60,0.12842,0.093373002,1.680986278
binoculars,tool,nonliving,0.448276,0.62963,0.555555556,0.48,4,7856,0.42696,0.14411,0.23865,90.5933,0.92356,1.5462,1.6551,2532,1,39,0.1459,0.115612878,1.902116842
biplane,vehicle,nonliving,0.46,0.259259,0.285714286,0.344827586,13,9385,0.39611,0.1431,0.23828,90.3709,0.94022,1.5494,2.1011,163,0.041666667,49,0.16824,0.072567602,1.357156642
birdcage,furniture,nonliving,0.535714,0.615385,0.488888889,0.159090909,24,16085,0.54814,0.14472,0.23997,90.7109,0.77563,1.3248,1.924,81,0.875,38,0.11389,0.069247969,1.326140632
birdhouse,furniture,nonliving,0.428571,0.571429,0.357142857,0.28,3,12662,0.55313,0.14395,0.24043,90.7511,0.96609,1.2489,2.0475,236,0.958333333,40,0.11593,0.081071054,1.455596259
black-eyed peas,vegetable,living,0.428571,0.3,NA,0.257142857,13,10436,0.66178,0.14326,0.23967,91.3765,1.0767,1.3582,2.0997,318,0.416666667,33,0.16026,0.116045722,2.829975445
blackberry,fruit,living,0.514286,0.607143,0.303030303,0.183673469,2,10489,0.78012,0.14335,0.24199,91.6093,0.92399,1.3894,1.7829,856,0.652173913,38,0.16957,0.091218414,1.749551212
bleachers,street items,nonliving,0.690909,0.461538,0.372093023,0.355555556,33,8492,0.44563,0.14344,0.2401,91.7181,1.1458,2.0912,2.785,999,0.916666667,42,0.14629,0.076526026,1.474223697
blender,appliances,nonliving,0.413793,0.555556,0.423076923,0.3,9,7115,0.39608,0.14313,0.23814,91.568,1.1107,1.9123,1.7193,1947,0.88,36,0.14028,0.077560635,1.581808271
bloodhound,mammal,living,0.75,0.592593,0.444444444,0.448275862,4,8361,0.62419,0.14211,0.23713,91.9395,1.029,1.4118,1.7679,179,0.458333333,44,0.17331,0.080311171,1.352072278
bloody mary,food,nonliving,0.795918,0.481481,0.357142857,0.172413793,5,6576,0.24312,0.14112,0.23649,91.4885,1.1703,1.84,1.8493,203,0.458333333,32,0.2179,0.158318828,1.833003279
blouse,clothing,nonliving,0.533333,0.348837,0.307692308,0.142857143,33,17088,0.72858,0.1413,0.23956,92.3158,1.0092,1.6436,1.9749,3258,0.458333333,54,0.15861,0.11776046,2.430882618
blueberry,fruit,living,0.9,0.777778,0.357142857,0.428571429,4,11843,0.95169,0.14445,0.2395,93.3116,1.1873,1.4241,1.7756,1697,1,40,0.17051,0.062063753,1.126998495
bluebird,birds,living,0.74,0.428571,NA,0.5,6,10641,0.41579,0.14445,0.23834,92.9904,0.96287,1.3092,1.8818,296,0,30,0.19767,0.060412462,1.905366104
boar,mammal,living,0.68,0.5,0.444444444,0.379310345,6,10242,0.39651,0.14357,0.23742,92.6268,0.93232,1.3718,1.9963,822,0.291666667,50,0.14582,0.07124155,2.330439214
bobber,tool,nonliving,0.464286,0.444444,0.296296296,0.18,3,6803,0.61774,0.1448,0.23905,93.1908,0.98521,1.6676,1.7278,159,0.208333333,36,0.1699,0.133616113,1.783086214
bongo drum,musical instruments,nonliving,0.416667,0.677419,0.484848485,0.3,10,10654,0.48247,0.14484,0.2381,93.1225,0.91516,1.3352,1.5571,6423,0.291666667,44,0.13401,0.078843503,1.370571168
bonsai,plant,living,0.657143,NA,0.518518519,0.12244898,15,18506,0.53763,0.14509,0.23837,93.0606,0.924,1.7733,2.3955,0,0.36,29,0.17572,0.128820911,2.253000086
book,office tool,nonliving,0.433962,0.518519,0.581395349,0.222222222,9,7501,0.32969,0.14419,0.23753,92.8327,1.0781,1.7199,1.981,154013,0.291666667,28,0.16425,0.097136542,1.573371747
bookcase,furniture,nonliving,0.636364,0.615385,0.372093023,0.386363636,4,6688,0.49849,0.14337,0.23639,92.6415,1.0676,1.9238,2.2366,1026,0.333333333,31,0.1405,0.075048546,1.455859887
boombox,electronics,nonliving,0.555556,0.4,0.545454545,0.545454545,3,9866,0.49037,0.14285,0.2351,92.2226,0.92103,1.4446,1.6754,85,0.25,38,0.15725,0.082227321,1.857897943
boomerang,sports,nonliving,0.727273,0.555556,0.28,0.203703704,6,6104,0.17626,0.14179,0.23404,91.6466,1.194,1.734,1.9009,245,1,46,0.12967,0.091413661,2.037870517
booster seat,furniture,nonliving,0.622222,0.4,0.37037037,0.054545455,4,8394,0.59752,0.14386,0.23285,91.358,0.83273,1.7315,1.8052,61,0.833333333,54,0.14344,0.08851414,1.709642482
boot,clothing,nonliving,0.47619,0.545455,0.538461538,0.214285714,3,10743,0.57751,0.14378,0.23243,91.0686,1.0148,1.3664,2.172,15033,1,51,0.18821,0.138177514,1.808113775
booties,baby,nonliving,0.38,0.333333,NA,0.166666667,3,9993,0.39023,0.143,0.23236,90.7796,1.0176,1.5065,2.0244,358,0.869565217,32,0.15573,0.095348259,2.113731104
bottle,kitchen items,nonliving,0.363636,0.555556,0.644444444,0.2,3,7019,0.36271,0.14208,0.23265,90.6151,1.1062,1.4478,1.7042,21569,0.333333333,58,0.1394,0.088866325,1.583041957
bow tie,clothing,nonliving,0.448276,0.428571,0.555555556,0.2,9,10889,0.31687,0.1424,0.23188,90.1477,1.1687,1.6574,1.9085,73,0.833333333,49,0.14736,0.093428461,1.330032373
bowl,kitchen items,nonliving,0.571429,0.647059,0.551724138,0.142857143,6,8137,0.32703,0.14311,0.23176,89.943,0.97454,1.6462,1.6956,20662,0.25,43,0.1255,0.075959724,1.587608227
bowler hat,clothing,nonliving,0.678571,0.444444,0.431818182,0.244444444,2,5618,0.36544,0.14404,0.23023,89.3006,1.0322,1.9429,2.0649,83,0.166666667,51,0.17766,0.099713548,1.847938015
bowling ball,sports,nonliving,0.555556,0.655172,0.542857143,0.224489796,2,9662,0.81872,0.14636,0.22949,89.1778,1.5562,1.5831,1.8094,252,0.875,36,0.13963,0.088107772,2.152963885
bowling pins,sports,nonliving,0.290909,0.62963,0.355555556,0.090909091,19,8967,0.46886,0.14632,0.2282,89.2961,0.97617,1.4323,1.7249,59,1,30,0.14199,0.084788938,2.346069134
bowtie pasta,food,nonliving,0.844444,0.704545,0.269230769,0.12962963,3,7586,0.5925,0.14592,0.2305,89.7046,1.003,1.6074,1.8452,15,0.791666667,51,0.16233,0.110051691,1.741119764
boxer,mammal,living,0.777778,0.465116,0.230769231,0.4,4,8820,0.47586,0.14543,0.23043,89.6128,0.97656,1.2518,1.8521,2136,0.75,39,0.18174,0.08920706,2.212483754
boxing gloves,sports,nonliving,0.795918,0.735294,0.482758621,0.285714286,6,11724,0.82294,0.14617,0.23333,90.4105,0.77505,1.5895,1.958,125,1,45,0.14492,0.101507658,2.190449649
bracelet,clothing,nonliving,0.518519,0.538462,0.357142857,0.162790698,7,12688,0.35758,0.14558,0.23235,90.2168,1.2515,1.4551,1.7008,2563,0.666666667,39,0.12914,0.08624443,1.71534581
branch,plant,living,0.653061,0.735294,0.428571429,0.138888889,12,9021,0.27219,0.14532,0.23118,89.8465,1.0112,1.6323,1.781,19633,0.36,46,0.17127,0.100033472,1.489593283
brandy,food,nonliving,0.533333,0.27907,0.444444444,0.290909091,6,7236,0.33633,0.14478,0.23034,89.5695,1.0754,1.4474,1.731,1462,0,45,0.16269,0.1092384,1.964339027
breadbox,kitchen items,nonliving,0.422222,0.372093,0.230769231,0.071428571,3,6059,0.50554,0.14435,0.23026,89.7311,1.0877,1.9712,1.9011,28,0.125,43,0.11861,0.084740239,2.042416242
bridge,building,nonliving,0.638298,0.642857,0.428571429,0.185185185,5,7036,0.21673,0.1435,0.22942,89.2592,1.1795,2.0149,2.3618,21497,0.791666667,46,0.11871,0.080405229,1.774880072
briefcase,tool,nonliving,0.32,0.423077,0.444444444,0.296296296,7,12192,0.74917,0.14415,0.22884,89.1685,1.0034,1.6637,1.7131,2577,0.333333333,36,0.16404,0.10573512,1.819245298
broccoli,vegetable,living,0.862069,0.821429,0.464285714,0.408163265,4,12814,0.4823,0.14393,0.22882,89.0228,1.0902,1.7249,2.0029,2419,0.916666667,38,0.18173,0.090171563,1.748134738
broom,tool,nonliving,0.305556,0.7,0.514285714,0.2,8,8655,0.32348,0.14405,0.2285,88.8118,1.0287,1.4672,1.8117,1786,0.708333333,36,0.13935,0.074279504,1.865320194
bucket,tool,nonliving,0.77551,0.586207,NA,0.257142857,2,7826,0.46714,0.14444,0.22868,88.534,0.92939,1.4977,1.5867,5233,0.958333333,36,0.11692,0.074604898,1.663080919
buffalo,mammal,living,0.854545,0.777778,0.466666667,0.590909091,4,12518,0.58288,0.14422,0.22855,88.4333,1.052,1.2467,1.6673,2817,0.5,44,0.15995,0.063148939,2.208004535
bugle,musical instruments,nonliving,0.37931,0.571429,0.428571429,0.26,23,8373,0.27933,0.14376,0.22837,88.2342,0.8837,1.5297,1.8112,287,0.083333333,33,0.16198,0.066311396,1.019448922
building,building,nonliving,0.388889,0.692308,0.634146341,0.2,14,16314,0.56317,0.14349,0.2278,88.2938,1.0442,1.5527,2.3506,78487,0.708333333,40,0.19145,0.114523207,1.754023408
bull,mammal,living,0.74,0.444444,0.428571429,0.392857143,3,7701,0.42269,0.14288,0.22835,88.0095,0.88538,1.5528,1.8701,6346,0.541666667,42,0.16808,0.070191413,2.283407301
bulldog,mammal,living,0.773585,0.592593,0.636363636,0.644444444,8,11257,0.46656,0.14226,0.22844,88.0237,0.99183,1.286,2.0405,366,0.666666667,48,0.17026,0.106223263,2.644753878
bulldozer,vehicle,nonliving,0.413793,0.555556,0.5,0.326530612,9,13219,0.46922,0.14185,0.22884,88.0167,0.9432,1.4835,1.9973,1216,0.391304348,44,0.1662,0.110473339,2.118975639
bullet,military,nonliving,0.54,0.807692,0.37037037,0.357142857,3,8996,0.37338,0.14114,0.22917,87.7672,1.1802,1.6451,1.7844,11706,0.958333333,40,0.14211,0.076679173,1.021090721
bunkbed,furniture,nonliving,0.696429,0.444444,0.372093023,0.355555556,9,9343,0.80228,0.14195,0.22893,88.4516,0.98621,1.8649,2.3393,121,1,38,0.16045,0.116272825,1.902877593
bush,street items,living,0.545455,0.37037,0.558139535,0.177777778,2,17661,0.90611,0.14315,0.22883,89.0304,1.0791,2.1685,2.7316,6307,0.541666667,28,0.16974,0.109243379,2.047499923
butter,food,nonliving,0.681818,0.44186,0.423076923,0.157894737,6,4431,0.61522,0.14267,0.22775,89.4834,1.1771,1.969,1.8871,14780,0.541666667,40,0.18489,0.108080893,1.82505614
butterfly,insect,living,0.666667,0.581395,0.576923077,0.236363636,8,14149,0.50281,0.14355,0.22866,89.5678,0.73359,1.3602,1.7083,5031,0.28,30,0.14579,0.068417756,1.814548139
butterfly net,tool,nonliving,0.469388,NA,0.192307692,0.111111111,27,6782,0.17692,0.14311,0.22736,89.1658,1.2369,2.2474,2.2413,50,0.125,33,0.11024,0.063138366,1.524779831
cabasa,musical instruments,nonliving,0.689655,0.714286,0.642857143,0.08,4,13017,0.3858,0.13823,0.22075,90.4436,1.013,1.5299,1.8535,23831,NA,34,,0.091685377,1.717757764
cabbage,vegetable,living,0.886364,0.704545,0.62962963,0.339285714,28,19637,0.76377,0.14356,0.22808,89.4892,1.002,1.7176,2.2104,2829,0.291666667,44,0.17116,0.109193201,2.334865078
cabin,building,nonliving,0.489796,0.558824,0.533333333,0.305555556,3,9505,0.48811,0.14329,0.22703,89.3838,1.025,1.7342,2.0566,9955,0.75,36,0.19643,0.118347267,1.811733917
cabinet,furniture,nonliving,0.25,0.666667,0.485714286,0.16,4,7722,0.63149,0.14279,0.22708,89.6749,1.2214,2.0979,2.2095,11846,0.625,53,0.13757,0.080956636,1.676919792
cactus,plant,living,0.76,0.740741,0.52,0.285714286,6,19300,0.71393,0.14282,0.22826,89.997,1.0397,1.3359,1.899,1746,0.541666667,44,0.15821,0.092794657,2.303722822
cake,food,nonliving,0.66,0.607143,0.407407407,0.724137931,8,20223,0.75162,0.14273,0.23017,90.333,0.8661,1.2339,1.8527,13336,0.958333333,48,0.1984,0.132485456,1.857937785
calculator,electronics,nonliving,0.28,0.6,0.677419355,0.314285714,23,13744,0.73617,0.14428,0.23063,90.8752,0.84683,1.4303,1.8263,1151,1,36,0.15184,0.097143981,1.880029672
camcorder,electronics,nonliving,0.265306,0.407407,0.535714286,0.275862069,4,10764,0.46713,0.14505,0.22998,90.6229,0.97272,1.5142,1.4678,41218,0.333333333,42,0.14856,0.09453562,2.141591752
camel,mammal,living,0.8,0.681818,0.730769231,0.418181818,4,13136,0.62488,0.14467,0.23094,90.6541,0.96851,1.3895,1.9093,2880,0.875,43,0.16355,0.077641476,1.974502453
camera,electronics,nonliving,0.490909,0.615385,0.452380952,0.2,13,15597,0.69024,0.14495,0.23028,90.6817,0.82432,1.2439,1.5929,41218,0.875,43,0.14933,0.100818744,1.83786817
camera lens,electronics,nonliving,0.571429,NA,0.451612903,0.34,8,9324,0.43589,0.14418,0.22877,90.3727,0.90834,1.5022,1.6265,211,0.333333333,43,0.12009,0.084595962,1.697868975
canary,birds,living,0.644444,0.488372,0.592592593,0.236363636,6,11151,0.60913,0.14394,0.23019,90.5337,0.89448,1.4618,1.979,393,0.041666667,34,0.1739,0.074543014,2.31933096
candle,household items,nonliving,0.688889,0.568182,0.407407407,0.127272727,2,7307,0.74299,0.14423,0.23318,91.0639,0.96849,1.5421,1.6105,7204,1,44,0.17017,0.123596483,1.848485755
